3.835000000000000000e+02,5.450000000000000000e+01
3.825000000000000000e+02,5.450000000000000000e+01
3.815000000000000000e+02,5.450000000000000000e+01
3.805000000000000000e+02,5.450000000000000000e+01
3.795000000000000000e+02,5.450000000000000000e+01
3.785000000000000000e+02,5.450000000000000000e+01
3.775000000000000000e+02,5.450000000000000000e+01
3.765000000000000000e+02,5.450000000000000000e+01
3.755000000000000000e+02,5.450000000000000000e+01
3.745000000000000000e+02,5.450000000000000000e+01
3.735000000000000000e+02,5.450000000000000000e+01
3.725000000000000000e+02,5.450000000000000000e+01
3.715000000000000000e+02,5.450000000000000000e+01
3.705000000000000000e+02,5.450000000000000000e+01
3.695000000000000000e+02,5.450000000000000000e+01
3.685000000000000000e+02,5.450000000000000000e+01
3.675000000000000000e+02,5.450000000000000000e+01
3.665000000000000000e+02,5.450000000000000000e+01
3.655000000000000000e+02,5.450000000000000000e+01
3.645000000000000000e+02,5.450000000000000000e+01
3.635000000000000000e+02,5.450000000000000000e+01
3.625000000000000000e+02,5.450000000000000000e+01
3.615000000000000000e+02,5.450000000000000000e+01
3.605000000000000000e+02,5.450000000000000000e+01
3.595000000000000000e+02,5.450000000000000000e+01
3.585000000000000000e+02,5.450000000000000000e+01
3.575000000000000000e+02,5.450000000000000000e+01
3.565000000000000000e+02,5.450000000000000000e+01
3.555000000000000000e+02,5.450000000000000000e+01
3.545000000000000000e+02,5.450000000000000000e+01
3.535000000000000000e+02,5.450000000000000000e+01
3.525000000000000000e+02,5.450000000000000000e+01
3.515000000000000000e+02,5.450000000000000000e+01
3.505000000000000000e+02,5.450000000000000000e+01
3.495000000000000000e+02,5.450000000000000000e+01
3.485000000000000000e+02,5.450000000000000000e+01
3.475000000000000000e+02,5.450000000000000000e+01
3.465000000000000000e+02,5.450000000000000000e+01
3.455000000000000000e+02,5.450000000000000000e+01
3.445000000000000000e+02,5.450000000000000000e+01
3.435000000000000000e+02,5.450000000000000000e+01
3.425000000000000000e+02,5.450000000000000000e+01
3.415000000000000000e+02,5.450000000000000000e+01
3.405000000000000000e+02,5.450000000000000000e+01
3.395000000000000000e+02,5.450000000000000000e+01
3.385000000000000000e+02,5.450000000000000000e+01
3.375000000000000000e+02,5.450000000000000000e+01
3.365000000000000000e+02,5.450000000000000000e+01
3.355000000000000000e+02,5.450000000000000000e+01
3.345000000000000000e+02,5.450000000000000000e+01
3.345000000000000000e+02,5.350000000000000000e+01
3.335000000000000000e+02,5.350000000000000000e+01
3.325000000000000000e+02,5.350000000000000000e+01
3.315000000000000000e+02,5.350000000000000000e+01
3.305000000000000000e+02,5.350000000000000000e+01
3.295000000000000000e+02,5.350000000000000000e+01
3.285000000000000000e+02,5.350000000000000000e+01
3.275000000000000000e+02,5.350000000000000000e+01
3.265000000000000000e+02,5.350000000000000000e+01
3.255000000000000000e+02,5.350000000000000000e+01
3.245000000000000000e+02,5.350000000000000000e+01
3.235000000000000000e+02,5.350000000000000000e+01
3.225000000000000000e+02,5.350000000000000000e+01
3.215000000000000000e+02,5.350000000000000000e+01
3.205000000000000000e+02,5.350000000000000000e+01
3.195000000000000000e+02,5.350000000000000000e+01
3.185000000000000000e+02,5.350000000000000000e+01
3.175000000000000000e+02,5.350000000000000000e+01
3.165000000000000000e+02,5.350000000000000000e+01
3.155000000000000000e+02,5.350000000000000000e+01
3.145000000000000000e+02,5.350000000000000000e+01
3.135000000000000000e+02,5.350000000000000000e+01
3.125000000000000000e+02,5.350000000000000000e+01
3.115000000000000000e+02,5.350000000000000000e+01
3.105000000000000000e+02,5.350000000000000000e+01
3.095000000000000000e+02,5.350000000000000000e+01
3.085000000000000000e+02,5.350000000000000000e+01
3.075000000000000000e+02,5.350000000000000000e+01
3.065000000000000000e+02,5.350000000000000000e+01
3.055000000000000000e+02,5.350000000000000000e+01
3.045000000000000000e+02,5.350000000000000000e+01
3.035000000000000000e+02,5.350000000000000000e+01
3.025000000000000000e+02,5.350000000000000000e+01
3.015000000000000000e+02,5.350000000000000000e+01
3.005000000000000000e+02,5.350000000000000000e+01
2.995000000000000000e+02,5.350000000000000000e+01
2.985000000000000000e+02,5.350000000000000000e+01
2.975000000000000000e+02,5.350000000000000000e+01
2.965000000000000000e+02,5.350000000000000000e+01
2.955000000000000000e+02,5.350000000000000000e+01
2.945000000000000000e+02,5.350000000000000000e+01
2.935000000000000000e+02,5.350000000000000000e+01
2.925000000000000000e+02,5.350000000000000000e+01
2.915000000000000000e+02,5.350000000000000000e+01
2.905000000000000000e+02,5.350000000000000000e+01
2.895000000000000000e+02,5.350000000000000000e+01
2.885000000000000000e+02,5.350000000000000000e+01
2.875000000000000000e+02,5.350000000000000000e+01
2.865000000000000000e+02,5.350000000000000000e+01
2.855000000000000000e+02,5.350000000000000000e+01
2.845000000000000000e+02,5.350000000000000000e+01
2.835000000000000000e+02,5.350000000000000000e+01
2.825000000000000000e+02,5.350000000000000000e+01
2.815000000000000000e+02,5.350000000000000000e+01
2.805000000000000000e+02,5.350000000000000000e+01
2.795000000000000000e+02,5.350000000000000000e+01
2.785000000000000000e+02,5.350000000000000000e+01
2.775000000000000000e+02,5.350000000000000000e+01
2.765000000000000000e+02,5.350000000000000000e+01
2.755000000000000000e+02,5.350000000000000000e+01
2.745000000000000000e+02,5.350000000000000000e+01
2.735000000000000000e+02,5.350000000000000000e+01
2.725000000000000000e+02,5.350000000000000000e+01
2.715000000000000000e+02,5.350000000000000000e+01
2.705000000000000000e+02,5.350000000000000000e+01
2.695000000000000000e+02,5.350000000000000000e+01
2.685000000000000000e+02,5.350000000000000000e+01
2.675000000000000000e+02,5.350000000000000000e+01
2.665000000000000000e+02,5.350000000000000000e+01
2.655000000000000000e+02,5.350000000000000000e+01
2.645000000000000000e+02,5.350000000000000000e+01
2.635000000000000000e+02,5.350000000000000000e+01
2.625000000000000000e+02,5.350000000000000000e+01
2.625000000000000000e+02,5.250000000000000000e+01
2.615000000000000000e+02,5.250000000000000000e+01
2.615000000000000000e+02,5.150000000000000000e+01
2.615000000000000000e+02,5.050000000000000000e+01
2.615000000000000000e+02,4.950000000000000000e+01
2.605000000000000000e+02,4.950000000000000000e+01
2.595000000000000000e+02,4.950000000000000000e+01
2.585000000000000000e+02,4.950000000000000000e+01
2.575000000000000000e+02,4.950000000000000000e+01
2.575000000000000000e+02,4.850000000000000000e+01
2.565000000000000000e+02,4.850000000000000000e+01
2.555000000000000000e+02,4.850000000000000000e+01
2.555000000000000000e+02,4.750000000000000000e+01
2.555000000000000000e+02,4.650000000000000000e+01
2.545000000000000000e+02,4.650000000000000000e+01
2.545000000000000000e+02,4.550000000000000000e+01
2.535000000000000000e+02,4.550000000000000000e+01
2.535000000000000000e+02,4.450000000000000000e+01
2.525000000000000000e+02,4.450000000000000000e+01
2.525000000000000000e+02,4.350000000000000000e+01
2.515000000000000000e+02,4.350000000000000000e+01
2.515000000000000000e+02,4.250000000000000000e+01
2.505000000000000000e+02,4.250000000000000000e+01
2.505000000000000000e+02,4.150000000000000000e+01
2.495000000000000000e+02,4.150000000000000000e+01
2.495000000000000000e+02,4.050000000000000000e+01
2.485000000000000000e+02,4.050000000000000000e+01
2.485000000000000000e+02,3.950000000000000000e+01
2.475000000000000000e+02,3.950000000000000000e+01
2.475000000000000000e+02,3.850000000000000000e+01
2.465000000000000000e+02,3.850000000000000000e+01
2.465000000000000000e+02,3.750000000000000000e+01
2.465000000000000000e+02,3.650000000000000000e+01
2.465000000000000000e+02,3.550000000000000000e+01
2.455000000000000000e+02,3.550000000000000000e+01
